site,site_sec,latitude,longitude
"Phoenix Sports Center - Green Bay, Wis.","Green Bay, Wis",44.5299675,-87.9164501
"Menomonie, Wis. Johnson Fieldhouse","Menomonie, Wis",44.8695479,-91.9277882
"SOUTHPOINT ARENA, LAS VEG","SOUTHPOINT ARENA, LAS VEG",36.0107111,-115.1782011
"DuFour Center; Washington, D.C.","Washington, D",38.9424172,-76.9993099
"Catholic University - Washington, D.C.","Washington, D",38.9368811,-76.998692
"Bruin Fieldhouse (Bartlesville, Okla.)","Bartlesville, Okla",36.732327,-95.9724842
Charleston Civic Center Coliseum,,38.3559034,-81.6400212
"Broken Arrow, Okla.","Broken Arrow, Okla",36.060949,-95.7974526
"Lake Erie, OH","Lake Erie, OH",42.0668852,-81.3399414
"Amherst, NY","Amherst, NY",42.9790067,-78.792272
"Las Vegas, Nev. (Doolittle Center)","Las Vegas, Nev",36.1952818,-115.1554891
"Hickory, NC","Hickory, NC",35.7344538,-81.3444573
"Greenville, SC","Greenville, SC",34.8526176,-82.3940104
"Mars Hill, N.C.","Mars Hill, N",35.8264981,-82.5492999
"Greenville, S.C. (Timmons Arena)","Greenville, S",34.9179345,-82.437289
"Bristol, TN","Bristol, TN",36.5951059,-82.1887444
"Greenville, S.C.","Greenville, S",34.8526176,-82.3940104
"Greeneville, Tenn.","Greeneville, Tenn",36.1631574,-82.8309861
Millis Center,,35.9631832,-80.0108878
"San Antonio, Texas (Webster Gymnasium)","San Antonio, Texas",29.4595228,-98.4835938
"San Antonio, Texas (Trinity Univ.)","San Antonio, Texas",29.4618444,-98.4831622
"Defiance, Ohio  -- Weaner Center","Defiance, Ohio",41.2966243,-84.3583836
"Fort Smith, Ark. (Stubblefield Center)","Fort Smith, Ark",35.3807916,-94.3712592
Anderson Center,,40.0939927,-85.6798361
"Franciscan Univ. - Steubenville, Ohio","Steubenville, Ohio",40.3772094,-80.6244016
"Steubenville, OH","Steubenville, OH",40.3697905,-80.6339638
"Banner Elk, NC","Banner Elk, NC",36.1631817,-81.8715019
"Beckley, W.Va.","Beckley, W",37.7781702,-81.1881557
"Salem, WV T. Edward Davis Gym","Salem, WV T",39.288908,-80.571055
"T  Edward Davis Gym, Salem, WV","Edward Davis Gym, Salem, WV",39.288908,-80.571055
"Commerce, TX","Commerce, TX",33.2470567,-95.8999656
"Greemville, S.C. (Timmons Arena)","Greemville, S",34.9178927,-82.4375282
"Tahlequah, Okla. (NSU Event Center)","Tahlequah, Okla",35.9267504,-94.9676493
"Alterowitz Gymnasium: Billings, MT","Billings, MT",45.7973975,-108.5178669
"Brougham Pavilion: Seattle, Wash.","Seattle, Wash",47.6512279,-122.3603456
"Charleston, WV - Charleston Civic Center","Charleston, WV",38.3559034,-81.6400212
"N.Charleston Coliseum - Charleston, S.C.","Charleston, S",32.8653841,-80.0201708
"Highland Heights,",,41.5519954,-81.4784522
Belk Arena,,35.4992686,-80.8403689
"Tigerville, SC (Hayes Gymnasium)","Tigerville, SC",35.0695126,-82.3730502
"Bluefield, VA","Bluefield, VA",37.252617,-81.2712105
"Franklin Springs, GA","Franklin Springs, GA",34.2848284,-83.1443161
"Due West, SC","Due West, SC",34.3334469,-82.387902
"Charlotte, NC (Time Warner Cable)","Charlotte, NC",35.2065921,-80.8623775
"Charlotte, NC (Spectrum Center)","Charlotte, NC",35.2251426,-80.8392351
"Walz Arena Seward, NE","Walz Arena Seward, NE",40.9143712,-97.0896219
"Sherman, Texas (Hughey Gym)","Sherman, Texas",33.646247,-96.5987331
"Milton, Mass. (Katz Gym)","Milton, Mass",39.3343251,-74.5090859
"Stubblefield Center,",,35.3807916,-94.3712592
"Oakland City, IN","Oakland City, IN",38.3386591,-87.3450132
"Lakewood, CO","Lakewood, CO",39.7047095,-105.0813734
"Winona Lake, IN","Winona Lake, IN",41.2272668,-85.8219345
"Austin, Texas (RCC)","Austin, Texas",30.2543786,-97.6806323
"Austin, Texas, RCC)","Austin, Texas, RCC",30.2543786,-97.6806323
"Paragould, AR","Paragould, AR",36.0584021,-90.4973286
Crowley's Ridge College,,36.066437,-90.584504
"MOCC Winona Lake, IN","MOCC Winona Lake, IN",41.2283943,-85.8119559
CCU Event Center,,39.7144284,-105.0954668
"Tulsa, Okla. (UMAC)","Tulsa, Okla",36.0641918,-95.8694283
"Terre Haute, IN","Terre Haute, IN",39.4667034,-87.4139092
"Stevens Point, Wis. - Bennett Court","Stevens Point, Wis",44.5294468,-89.5713776
"Seguin, Texas (Memorial Gymnasium)","Seguin, Texas",29.5749011,-97.9830614
"Tyler, Texas","Tyler, Texas",32.3512601,-95.3010624
"Tyler, TX (Patriot Center","Tyler, TX",32.3147466,-95.2492653
"Longview, Texas (Solheim Arena)","Longview, Texas",32.465893,-94.7264594
"Hays, Kan. (Gross Memorial Coliseum)","Hays, Kan",38.8717824,-99.3484057
"Sioux Falls, SD (Stewart Center)","Sioux Falls, SD",43.5303701,-96.7391964
"Tigerville, SC","Tigerville, SC",35.0699768,-82.3690411
"Hartsville, SC","Hartsville, SC",34.3740431,-80.0734005
"Sun Dome Kissimmee, FL","Sun Dome Kissimmee, FL",28.0589856,-82.406487
"XL Center  Hartford, Conn","Hartford, Conn",41.768399,-72.6769853
"Plainview, TX","Plainview, TX",34.1847936,-101.7068417
"Boiling Springs, NC","Boiling Springs, NC",35.254292,-81.6670407
Memorial Gym,,36.1445375,-86.807313
"Wilmore, KY","Wilmore, KY",37.8620226,-84.6616105
"Jacksonville, Ill.","Jacksonville, Ill",39.733936,-90.2290098
"Russellville, AR (Tucker Coliseum)","Russellville, AR",35.2951563,-93.1324092
"Bartlevsille, Okla. (Bruin Fieldhouse)","Bartlevsille, Okla",36.732327,-95.9724842
"Bethany, Okla. (Sawyer Center)","Bethany, Okla",35.5119328,-97.6259289
"Jessieville, AR","Jessieville, AR",34.7005516,-93.0626303
Kingsville Hampton Inn Court,,27.4950815,-97.8465274
"Lancaster, Texas","Lancaster, Texas",32.5920798,-96.7561082
"Lancaster, Texas (The Valley)","Lancaster, Texas",32.6248556,-96.763705
Trinity University (Webster Gymnasium),,29.4618444,-98.4831622
"Mercedez-Benz Arena, Shanghai, China","Mercedez-Benz Arena, Shanghai, China",31.1892515,121.493103
"Atlanta, GA  Philips Arena","Atlanta, GA",33.7572891,-84.3963244
"Atlanta, GA -- Woodruff PE Center","Atlanta, GA",33.7933119,-84.3258545
"Maryvile, TN","Maryvile, TN",35.7564719,-83.9704593
"Jefferson City, Tenn. (Holt Fieldhouse)","Jefferson City, Tenn",36.1215905,-83.4899055
"Columbus, Ga. (Lumpkin Center)","Columbus, Ga",32.5044661,-84.9402125
"Gaffney, SC","Gaffney, SC",35.0717945,-81.6498195
"Concord, NC","Concord, NC",35.4087517,-80.579511
"Wingate, N.C.","Wingate, N",34.9843176,-80.4492319
"Belmont, NC (Wheeler Center)","Belmont, NC",35.2608199,-81.0393941
"Bristol, Tenn. (Student Center Complex)","Bristol, Tenn",36.585376,-82.15938
"Misenheimer, NC (Merner Gym)","Misenheimer, NC",35.4848472,-80.2798584
"Misenheimer, NC (Merner Gym_","Misenheimer, NC",35.4848472,-80.2798584
"Vallejo, CA","Vallejo, CA",38.1040864,-122.2566367
"Pamplin Sports Center, Portland, Ore.)","Pamplin Sports Center, Portland, Ore",45.4516164,-122.6703897
"Portland, Ore.","Portland, Ore",45.5230622,-122.6764815
"Dunbar, WI","Dunbar, WI",45.6507923,-88.1715105
"Lansing, MI","Lansing, MI",42.732535,-84.5555347
"Ankeny, IA","Ankeny, IA",41.7317884,-93.6001278
"Grand Rapids, Mich.","Grand Rapids, Mich",42.9633599,-85.6680863
"Aldrich Athletic Center Wyoming, MI","Aldrich Athletic Center Wyoming, MI",42.9194672,-85.6913848
"Dahlonega, GA","Dahlonega, GA",34.5261465,-83.9843953
"Pueblo, Colo. (Massari Arena)","Pueblo, Colo",38.3094449,-104.5756539
"Callan Athletic Center: Cedarville, OH","Cedarville, OH",39.7512544,-83.8133913
"Superior, Wis.","Superior, Wis",46.7207737,-92.1040796
"Dickinson, ND","Dickinson, ND",46.8791756,-102.7896242
Sanford Pentagon Sioux Fa,,43.5916282,-96.7548082
"Wilson, N.C.","Wilson, N",35.7212689,-77.9155395
"Wilson Gymnasium: Wilson, N.C.","Wilson, N",35.7368003,-77.9117497
"Wilson Gymnasium | Wilson, N.C.","Wilson, N",35.7351078,-77.9162702
"Pomona, NJ","Pomona, NJ",39.4665221,-74.5482393
"Orleans Arena  (Las Vegas, Nev.)","Las Vegas, Nev",36.1058151,-115.2022567
Sanford Pentagon Sioux Falls SD,,43.5916282,-96.7548082
"Sioux Falls, S.D./Sanford Pentagon","Sioux Falls, S",43.5916282,-96.7548082
"St. Cloud, Minn.","Cloud, Minn",45.5579451,-94.1632404
"St. Cloud, Minn. (Halenbeck Hall)","Cloud, Minn",45.5480155,-94.1523907
"Caldwell, ID","Caldwell, ID",43.6629384,-116.6873596
"Carver Gym - Bellingham, WA","Bellingham, WA",48.7344365,-122.4875602
"Caldwell, Idaho (J.A. Albertson Ctr.)","Caldwell, Idaho",43.6525776,-116.6744818
"Berea, KY","Berea, KY",37.568694,-84.2963223
"Bartlesville, Okla. (Brui","Bartlesville, Okla",36.7327408,-95.973097
"Walla Walla, WA","Walla Walla, WA",46.0645809,-118.3430208
"Kent, WA (ShoWare Center)","Kent, WA",47.38702,-122.2398599
"Tacoma, Wash.","Tacoma, Wash",47.2528768,-122.4442906
"Bronxville, NY","Bronxville, NY",40.9381544,-73.8320784
"Potsdam, N.Y. - Jerry Welsh Gymnasium","Potsdam, N",44.6643102,-74.9761059
"Kansas City, Mo. -- Municipal Auditorium","Kansas City, Mo",39.09787,-94.586341
"San Juan, Puerto Rico | UPR Rio Piedras","San Juan, Puerto Rico",18.4028091,-66.0500407
"Scottrade Center, St. Lou","Scottrade Center, St",38.6268402,-90.2026783
"Rex Pyles Arena; Philippi, WV","Philippi, WV",39.1571906,-80.0512952
"Quincy, Ill. (Pepsi","Quincy, Ill",39.951082,-91.397494
"Quincy, Illinois","Quincy, Illinois",39.9356016,-91.4098726
"Lakewood,Colo.(CCU Events Center)","Lakewood,Colo",39.7144284,-105.0954668
"San Angelo, Texas (Junell Center)","San Angelo, Texas",31.4370339,-100.4579934
"Dallas, Texas (Burg Center)","Dallas, Texas",32.7090629,-96.9454882
Golden Gymnasium,,32.7168014,-117.2517116
"Monmouth, Ore. - New PE Building","Monmouth, Ore",44.8523702,-123.2413673
"Fresno, Calif. (FPU Events Center)","Fresno, Calif",36.8295419,-119.865014
"Honda Center, Anaheim, Calif.","Honda Center, Anaheim, Calif",33.8078476,-117.8764687
"Garden City, N.Y.","Garden City, N",40.7267682,-73.6342954
"San Juan, Puerto Rico | UPR-Rio Piedras","San Juan, Puerto Rico",18.3894791,-66.0404057
"Warner University (Lake Wales, FL)","Lake Wales, FL",27.826324,-81.599965
Las Vegas (Orleans Areana),,36.1058151,-115.2022567
"Livonia, Mich. (Activities Center)","Livonia, Mich",42.3963148,-83.3624475
"Rochester Hills, MI","Rochester Hills, MI",42.6583661,-83.1499322
"Oskaloosa, IA","Oskaloosa, IA",41.2916728,-92.6493595
"King Center Rapid City, SD","King Center Rapid City, SD",44.0729344,-103.2071879
"Ellendale, ND","Ellendale, ND",46.0027502,-98.5270458
"Ankeny,IA","Ankeny,IA",41.7317884,-93.6001278
"Circleville, Ohio (Maxwell Center)","Circleville, Ohio",39.6132156,-82.905021
"Minneapolis, Minn. (Clark-Danielson Gym)","Minneapolis, Minn",44.9682335,-93.2613999
Penn State Fayette - Main Campus,,39.9461131,-79.6586188
"Young Harris, GA","Young Harris, GA",34.9331453,-83.8471223
"Univ. of West Florida- Pensacola, Fla.","Pensacola, Fla",30.5469345,-87.2160218
"Bartlesville, Okla.","Bartlesville, Okla",36.7473114,-95.9808179
"San Antonio, Texas","San Antonio, Texas",29.4241219,-98.4936282
"Alva, Okla. (Percefull Fieldhouse)","Alva, Okla",36.7956735,-98.6676822
"Cresson,  PA","Cresson,  PA",40.4597938,-78.5916837
"New Rochelle, NY","New Rochelle, NY",40.9114882,-73.7823549
"Albany, N.Y. - Albert M. White Gymnasium","Albany, N",42.6506098,-73.7780358
"Tiffin, OH","Tiffin, OH",41.1144992,-83.1779746
"Circleville, Ohio","Circleville, Ohio",39.600618,-82.9460133
"Platteville, Wis. - Bo Ryan Court","Platteville, Wis",42.7316948,-90.4882129
"Trinity University, Webster Gymnasium","Trinity University, Webster Gymnasium",29.4618444,-98.4831622
"DeVos Fieldhouse, Holland, Mich.","DeVos Fieldhouse, Holland, Mich",42.7887273,-86.0954824
"Laredo, Texas","Laredo, Texas",27.5305671,-99.4803241
TAMIU,,27.5712213,-99.4351158
"Charleston, W.Va.","Charleston, W",38.3498195,-81.6326234
"Charleston, W.Va. (Civic Center)","Charleston, W",38.3559034,-81.6400212
"Bellingham, Wash. (Whatcom Pavilion)","Bellingham, Wash",48.7946887,-122.4927431
Patty Gym,,34.211387,-119.033665
"Madisonville, TN","Madisonville, TN",35.5197984,-84.3635338
"Ignacio, CO (Sun Ute Community Center)","Ignacio, CO",37.1319295,-107.6325412
"Lebanon, IL","Lebanon, IL",38.6039375,-89.8073195
"Coliseo Guillermo Angulo, San Juan, P.R.","Coliseo Guillermo Angulo, San Juan, P",18.3864158,-65.9574294
"Salem, Va (C. Homer Bast Center)","Salem, Va",37.2968892,-80.0564504
"Pittsburgh, Pa. - Skibo Gym","Pittsburgh, Pa",40.4407429,-79.9413357
Nazareth College - Kidera Gymnasium,,43.1013041,-77.5188768
"Canton, OH","Canton, OH",40.7989473,-81.378447
"Toronto, Ontario, CAN","Toronto, Ontario, CAN",43.653226,-79.3831843
"Cerritos College (Norwalk, CA)","Norwalk, CA",33.8863737,-118.0946408
"Mario Quijote Morales, Guaynabo PR","Mario Quijote Morales, Guaynabo PR",18.3598791,-66.1146641
"Lemont Furnace, Pa.","Lemont Furnace, Pa",39.9106962,-79.6642441
"Grayson, KY","Grayson, KY",38.3325812,-82.9485023
" Grayson, KY","Grayson, KY",38.3325812,-82.9485023
"Newport News, Va.","Newport News, Va",37.0870821,-76.4730122
"Wyoming , MI",,42.9133602,-85.7053085
"Uniontown, Pa.","Uniontown, Pa",39.900076,-79.7164326
"Fairbanks, AK (Patty","Fairbanks, AK",64.8785607,-147.8448307
"Burns Arena, St. George, Utah","Burns Arena, St",37.1014159,-113.567084
Blue Cross Arena,,43.1533193,-77.6106225
"Blue Cross Arena--Rochester, NY","Rochester, NY",43.1533193,-77.6106225
"Middletown, Conn. (Silloway Gym)","Middletown, Conn",41.5566104,-72.6569041
"Fullerton, CA (Darling Pavilion)","Fullerton, CA",33.8768351,-117.8854274
"Stephenville, TX (Wisdom Gym)","Stephenville, TX",32.2157364,-98.2206128
Seton Hill U,,40.3113949,-79.5566817
"Bayamon, P.R. - Coliseo Ruben Rodriguez","Bayamon, P",18.3947963,-66.150924
"Morrisville, NY","Morrisville, NY",42.8986791,-75.6401825
"Honlulu, Hawaii (Stan Sheriff Center)","Honlulu, Hawaii",21.2942882,-157.8189039
"South Puget Sound C.C. - Olympia, WA","Olympia, WA",47.0245027,-122.9297411
"Burns Arena: St. George, Utah","George, Utah",37.1014159,-113.567084
"Lacey, WA (Marcus Pavilion)","Lacey, WA",47.0382122,-122.8173481
Sherwood,,34.8150907,-92.2243153
"Lewiston, ID","Lewiston, ID",46.4004089,-117.001189
"McMinnville, OR","McMinnville, OR",45.2101162,-123.1987163
"Civic Auditorium (Hilo, HI)","Hilo, HI",19.7180707,-155.0694545
"Alterowitz Gymnasium (Billings, MT)","Billings, MT",45.7973975,-108.5178669
"Lebanon, Tenn. - Dallas Floyd Gymnasium","Lebanon, Tenn",36.2032673,-86.2992404
"Coliseo Ruben Rodriguez, Bayamon, PR","Coliseo Ruben Rodriguez, Bayamon, PR",18.3947963,-66.150924
WACO Center,,31.579464,-97.1686047
"Goodwell, OK","Goodwell, OK",36.5953038,-101.6365504
KSU Convocation Center,,34.0368592,-84.5803692
"San Juan, Puerto Rico (UPR-Rio Piedras)","San Juan, Puerto Rico",18.4028091,-66.0500407
Richmond Coliseum,,37.544639,-77.434448
"Richmond,VA","Richmond,VA",37.5407246,-77.4360481
Sioux Falls S.D. (Sanford Pentagon),,43.5916282,-96.7548082
Mont Alto,,39.8442593,-77.5583232
"Bill Greehey Arena,",,29.451711,-98.5640921
"Wilkes-Barre, PA    Scandlon Gymnasium","Wilkes-Barre, PA",41.2499673,-75.8792853
"Middlebury, Vt. - Pepin Gymasnium","Middlebury, Vt",44.0041812,-73.177856
Newberry S.C.,,34.2745833,-81.6187178
"Reading, PA (Bollman Center)","Reading, PA",40.3627229,-75.9119545
"Murchison Gym, Santa","Murchison Gym, Santa",34.4481429,-119.6623203
"Pasadena, CA (Braun","Pasadena, CA",34.1380566,-118.1223246
"St. Ignace, MI","Ignace, MI",45.8755685,-84.7322959
"Warrensburg, MO","Warrensburg, MO",38.7627893,-93.7360498
"Glendale, AZ","Glendale, AZ",33.5386523,-112.1859866
"Athens, GA","Athens, GA",33.9519347,-83.357567
"Anderson, IN","Anderson, IN",40.1053196,-85.6802541
"Fayetteville, AR","Fayetteville, AR",36.082156,-94.1718542
North Carleston Coliseum,,32.8653841,-80.0201708
"Institue, WV","Institue, WV",38.38377,-81.7657977
"Palestra, Rochester,","Palestra, Rochester",44.0349657,-92.4866946
"Rochester,NY: U. of","Rochester,NY",43.1305531,-77.6260033
"Pittsford,NY:","Pittsford,NY",43.0789942,-77.5275463
Nat Holman Gymnasium,,40.8200471,-73.9492724
"Provo, UT","Provo, UT",40.2338438,-111.6585337
"Arcata, Calif.","Arcata, Calif",40.8665166,-124.0828396
"Branson, MO","Branson, MO",36.6436731,-93.2185144
"Atherton, Calif.","Atherton, Calif",37.4613272,-122.197743
"Ashland, OH","Ashland, OH",40.8686675,-82.3182178
"Ames, IA","Ames, IA",42.0307812,-93.6319131
"The Den - Weston,",,41.2369384,-73.3958123
"Westerville, OH --","Westerville, OH",40.1261743,-82.9290696
"Dayton, Ohio (UD","Dayton, Ohio",39.7393,-84.1799675
"Grinnell, IA","Grinnell, IA",41.7434092,-92.7232456
"Lahaina, HI","Lahaina, HI",20.8783333,-156.6825
"Union, NJ","Union, NJ",40.6975898,-74.2631635
"Carolina, PR","Carolina, PR",18.3803255,-65.9626213
"Dover, DE","Dover, DE",39.158168,-75.5243682
"Appleton, WI","Appleton, WI",44.2619309,-88.4153847
"Chestnut Hill, MA","Chestnut Hill, MA",42.3303798,-71.166187
"Plattsburgh, N.Y.","Plattsburgh, N",44.6994873,-73.4529124
"Norman, OK","Norman, OK",35.2225668,-97.4394777
"Crawfordsville, IN","Crawfordsville, IN",40.0411536,-86.8744516
"Lafayette, IN","Lafayette, IN",40.4167022,-86.8752869
"Grants, NM","Grants, NM",35.14726,-107.8514466
"Milwaukee,WI","Milwaukee,WI",43.0389025,-87.9064736
"Starkville, MS","Starkville, MS",33.4503998,-88.8183872
"Davidson, NC","Davidson, NC",35.4993031,-80.8486846
"Clark Gymnasium,",,42.6886811,-74.9242373
"Stevenson, MD","Stevenson, MD",39.4105843,-76.7132892
Roberts Wesleyan,,43.12574,-77.798531
"Verizon Cntr, Wash., DC","Verizon Cntr, Wash",38.8981251,-77.0208804
"Spokane Arena, Spokane","Spokane Arena, Spokane",47.666492,-117.422068
Kennedy Sports and,,42.9833902,-81.2449832
"Burlingame, CA","Burlingame, CA",37.5778696,-122.34809
"Canton, NY","Canton, NY",44.5956163,-75.1690942
Timken Gymnasium;,,40.8110501,-81.9336187
"John Long Center,",,33.4897289,-112.1698016
"North Manchester, IN","North Manchester, IN",41.0006005,-85.768597
"Radford, VA","Radford, VA",37.1317924,-80.5764477
"Bowie, MD","Bowie, MD",39.0067768,-76.7791365
"Meridian, MS","Meridian, MS",32.3643098,-88.703656
Buffalo State Sports,,42.9345778,-78.8860167
"Baltimore, MD /","Baltimore, MD",39.2903848,-76.6121893
"Newburgh, NY","Newburgh, NY",41.5034271,-74.0104178
"Carbondale, IL","Carbondale, IL",37.7272727,-89.2167501
"Elkins, WV","Elkins, WV",38.9259397,-79.8467349
"Lake Buena Vista,",,28.3936186,-81.5386842
"Adrian, Mich.","Adrian, Mich",41.8975471,-84.0371659
"Toa Baja, PR","Toa Baja, PR",18.4444709,-66.2543293
"Grand Island, Neb.","Grand Island, Neb",40.9263957,-98.3420118
"Orleans Center, Las Vega","Orleans Center, Las Vega",36.1058151,-115.2022567
"Bozeman, MT","Bozeman, MT",45.6769979,-111.0429339
"Wheaton, Ill. - Lee","Wheaton, Ill",41.8642783,-88.1381265
"Phoenix, Ariz.","Phoenix, Ariz",33.4483771,-112.0740373
"Memorial Hall, --",,42.3759109,-71.1148758
"Kings Point, N.Y.","Kings Point, N",40.8198231,-73.7351316
"Biloxi, MS","Biloxi, MS",30.3960318,-88.8853078
"Turlock, CA","Turlock, CA",37.4946568,-120.8465941
"Annadale, NY","Annadale, NY",40.5445496,-74.1765324
"Wachovia Center, Phila","Wachovia Center, Phila",39.9012015,-75.1719795
"Broken Arrow, OK","Broken Arrow, OK",36.060949,-95.7974526
"South Orange, NJ","South Orange, NJ",40.7489277,-74.2609903
"Madison, NJ","Madison, NJ",40.7598227,-74.417097
"Decker SRC   Towson,",,39.4094954,-76.5902035
"Seaside, CA","Seaside, CA",36.6149217,-121.822098
"Anaheim, CA (Anaheim","Anaheim, CA",33.8365932,-117.9143012
"Alamosa, CO (Plachy","Alamosa, CO",37.4760876,-105.8810125
"Grand Forks, ND","Grand Forks, ND",47.9252568,-97.0328547
Neal Fieldhouse;,,39.6393943,-86.8628946
La Roche College,,40.5683018,-80.0140875
"Nassau, BA","Nassau, BA",25.0479835,-77.355413
"Nininger Hall,",,41.3910641,-73.9570839
Freeman Center,,37.0648199,-76.492459
Doolittle Community,,36.1952818,-115.1554891
"Plymouth, NH","Plymouth, NH",43.7570196,-71.6881528
"Pittsburg, Kan. --","Pittsburg, Kan",37.410884,-94.70496
Anderson,,40.1053196,-85.6802541
"Topeka, KS","Topeka, KS",39.0558235,-95.6890185
"Glenville, WV","Glenville, WV",38.9342573,-80.8376033
"Granville, OH","Granville, OH",40.0681192,-82.5196037
"McPherson, KS","McPherson, KS",38.3708415,-97.6642087
"Lincoln, IL","Lincoln, IL",40.1483768,-89.3648183
"BOK Center, Tulsa, OK","BOK Center, Tulsa, OK",36.152766,-95.996416
"New Castle, DE","New Castle, DE",39.6620397,-75.5668166
Scott Field House;,,43.0541589,-75.4079774
Harrngton Center,,39.0951693,-84.6404192
"San Juan, P.R. -","San Juan, P",18.4655394,-66.1057355
"Santurce, P.R. -","Santurce, P",18.4481441,-66.0641969
"Auburn, NY","Auburn, NY",42.9317335,-76.5660529
"Bronx, NY - The APEX","Bronx, NY",40.8860698,-73.8283771
"2017 SEC Men's Tournament-Nashville, TN","s Tournament-Nashville, TN",36.1591736,-86.7784959
"MGM GRAND GARDEN ARENA (LAS VEGAS, NV)","LAS VEGAS, NV",36.104313,-115.1685048
"Reid Arena, Colorado Springs, Colo.","Reid Arena, Colorado Springs, Colo",38.846594,-104.824394
"Sioux FAlls, SD (Sanford Pentagon)","Sioux FAlls, SD",43.5916282,-96.7548082
"Anaheim, Ca","Anaheim, Ca",33.8365932,-117.9143012
"Honda Center (Anaheim, Calif.)","Anaheim, Calif",33.8078476,-117.8764687
"Huntingdon, pa","Huntingdon, pa",40.4847959,-78.0102813
"LAIE, HI","LAIE, HI",21.6482858,-157.9225549
"Amherst, N.Y. (Lumsden Gymnasium)","Amherst, N",42.9648902,-78.7884384
"Sioux Falls, S.D. (PREMIER Center)","Sioux Falls, S",43.5607088,-96.7515187
"CONSOL Energy, Pittsburg","CONSOL Energy, Pittsburg",40.4395932,-79.9893378
